Field Mnemonic,Data License Category,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Field Type,Width
AHA_HCRIS_TOT_ST_CHILD_INS_PRG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOT_ST_INDGNT_CARE_PRG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_ADDITIONS_EXPN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_ASSETS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_CURRENT_ASSETS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_CURRENT_LIABS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_DE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_DEDUCTIONS_EXPN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_FIXED_ASSETS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_FUND_BALANCES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_INC_SECTION_G3,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_LIABILITIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_LT_LIABILITIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_OPEX_EXPENSE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_OTHER_ASSETS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_OTHER_INCOME,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_PATIENT_REV,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_PATIENT_REVENUES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_SALARIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TOTAL_UNCOMPD_CST_HOSP,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_TRANSPLANT_CENTER,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,12
AHA_HCRIS_UNCOMPENSATED_CARE_CST,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_UNSECURED_LOANS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_URBAN_RURAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HCRIS_UTIL_RVW_SKLL_NURS_DE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_WAGE_REL_COSTS_CORE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_WAGE_REL_CST_RHC_FQHC,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_WAGE_RELATED_COSTS_OTH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_WHOLE_BLD_PCKD_BLD_DE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HCRIS_ZIP_CODE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_HOSP_UNIT_MEDICAID_DISCH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSP_UNIT_MEDICARE_DISCH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_NAME,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_HOSPITAL_STREET_ADDRESS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_HOSPITAL_UNIT_ADMISSIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_UNIT_EMP_BENEFITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HOSPITAL_UNIT_INPATIENT_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_UNIT_MEDICAID_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_UNIT_MEDICARE_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_HOSPITAL_UNIT_PAYROLL_EXPN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_HOST_HOSPITAL_CITY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_HOST_HOSPITAL_STATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_ID#,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,12
AHA_IND_PRACTICE_#_OF_PHYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_INPATIENT_SURGERIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_INTRMED_NURSING_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_LICENSED_BEDS_TOTAL_FACILITY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_LICENSED_BEDS_TOTAL_LT_CARE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_LIVES_COVERED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_MEDICAL_AND_SURGICAL_IC_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_MEDICARE_PROVIDER_NUMBER,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_MGMT_SRVC_ORG_#_OF_PHYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NEONATAL_IC_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NEONATAL_INTRMED_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NET_PP&E,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_NUMBER_OF_CLOSED_PHYSICIANS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NUMBER_OF_OPEN_PHYSICIANS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NUMBER_OF_PHYS_EQTY_MODEL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_NUMBER_OF_PHYS_FOUNDATION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_NUMBER_OF_PHYSICIANS_OTHER,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_NUMERIC_CENSUS_STATE_CODE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_NURS_HOME_BEDS_SET_UP_STAFF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_NURS_HOME_MEDICAID_DISCH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_NURS_HOME_MEDICARE_DISCH,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_NURSING_HOME_ADMISSIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
AHA_NURSING_HOME_EMP_BENEFITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AHA_NURSING_HOME_EXPENSES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AHA_NURSING_HOME_INPATIENT_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
AHA_NURSING_HOME_MEDICAID_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,30
AHA_NURSING_HOME_MEDICARE_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_NURSING_HOME_PAYROLL_EXPN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_OBSTETRIC_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
AHA_OBSTETRIC_UNIT_CARE_LEVEL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_OLD_CAP_REL_CST_BLD_&_FIX_DE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AHA_OTHER_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_OTHER_IC_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_OTHER_LT_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_OTHER_OUTPATIENT_VISITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,30
AHA_OTHER_SPECIAL_CARE_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_OUTPATIENT_SURGERIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,30
AHA_PEDIATRIC_IC_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AHA_PEDIATRIC_MED_&_SURG_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_PHYSICAL_REHABILITATION_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,15
AHA_POSTAL_STATE_CODE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,4
AHA_PP&E_AT_COST,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
AHA_PSYCHIATRIC_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,30
AHA_REGISTERED_HOSPITAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,30
AHA_SERVICE_CODE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,120
AHA_SKILLED_NURSING_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,120
AHA_SYSTEM_ADDRESS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,4
AHA_SYSTEM_CITY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,120
AHA_SYSTEM_IDENTIFIER,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,10
AHA_SYSTEM_MEMBER,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,0
AHA_SYSTEM_NAME,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,120
AHA_SYSTEM_STATE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,30
AHA_TOT_FAC_MEDICAID_DISCHARGES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,30
AHA_TOT_FAC_MEDICARE_DISCHARGES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,4
AHA_TOT_GROSS_SF_OF_PHYS_PLNT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_TOTAL_BIRTHS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,12
AHA_TOTAL_CAPITAL_EXPENSES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AHA_TOTAL_FACILITY_ADMISSIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
AHA_TOTAL_FACILITY_EMP_BENEFITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,50
AHA_TOTAL_FACILITY_MEDICAID_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
AHA_TOTAL_FACILITY_MEDICARE_DAYS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,10
AHA_TOTAL_FACILITY_PAYROLL_EXPN,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AHA_TOTAL_HOSPITAL_BEDS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,16
AHA_TOTAL_OUTPATIENT_VISITS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
AHA_TOTAL_SURGERIES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,20
AHA_ZIP_CODE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Character,20
AI_ETH_PLCY_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AIFMD_EXPOSURE_RPT_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,4
AIFMD_EXPOSURE_RPT_MACRO_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,8
AIFMD_EXPOSURE_RPT_SUB_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,8
AIFMD_INDICATOR,Credit Risk, ,Equity, , , , , , , , ,Boolean,8
AIFMD_TURNOVER_RPT_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,5
AIFMD_TURNOVER_RPT_MACRO_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,12
AIFMD_TURNOVER_RPT_SUB_AST_TYP,Security Master,Comdty,Equity,Muni,Pfd,M-Mkt,Govt,Corp,Index,Curncy,Mtge,Character,4
AIR_EMISSIONS_PLCY_SUB_ISS_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
AIR_EMISSIONS_SUB_ISS_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_POLLUTION_RDCTN_POL_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_POLLUTION_REDUCTION_POL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,8
AIR_QUALITY_BI_ISSUE_PRIORITY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Integer,8
AIR_QUALITY_ISS_DISC_FACTOR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALITY_ISSUE_PERCENTILE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALITY_ISSUE_SCORE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALITY_ISSUE_WEIGHT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALITY_MONITRING_POLICY,Security Master, ,Equity, , , , ,Corp, , , ,Boolean,8
AIR_QUALTY_ISSUE_PERF_SCORE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALTY_ISSUE_SCORE_LOWER_TGT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIR_QUALTY_ISSUE_SCORE_UPPER_TGT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_TOTAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_Y5_BYND,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_YR1,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_YR2,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_YR3,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_FIRM_ORDER_YR4,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_OPTION_TOTAL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_OPTION_YR1,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_OPTION_YR2,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_OPTION_YR3,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRCRAFT_OPTION_YR4,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AIRCRAFT_OPTION_YR5_BYND,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,30
AIRCRAFT_RENTALS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AIRCRAFT_RENTALS_SALES_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AIRCRAFT_ROLLING_OPTION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRFREIGHT_CARGO_HANDLED_KG,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRLINE_CARGO_LOAD_FACTOR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AIRLINE_FUEL_SALES_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRLINE_LANDING_FEES_SALES_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRLINE_MAINTENANCE_%_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AIRLINE_SALARIES_%_SALES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
AIRLINE_SALES_PER_EMPLOYEE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
AIRLINES_EBITDAR_RATIO,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ALA_LIST,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Bulk Format,10
ALL_COLLAT_CUM_LOSS_AMT,Security Master, , , , , , , , , ,Mtge,Real,9
ALL_COLLAT_CUM_LOSS_PCT,Security Master, , , , , , , , , ,Mtge,Real,11
ALL_DAY_VWAP,Derived Data,Comdty,Equity, ,Pfd, ,Govt,Corp,Index, , ,Real,4
ALL_IN_CREDIT_SPREAD,Derived Data, , , , , , ,Corp, , , ,Real,9
ALL_IN_F&D_COSTS_3_YR_BOE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ALL_IN_YIELD_ESTIMATE,Security Master, , , ,Pfd, , ,Corp, , , ,Bulk Format,12
ALL_MONTH_POSITION_LIMIT,Security Master,Comdty,Equity, , , , , ,Index, , ,Integer,12
ALL_MONTH_REPORTING_THRESHOLD,Security Master,Comdty,Equity, , , , , ,Index, , ,Integer,12
ALL_OTHER_COMP_AW_TO_CEO_EQUIV,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_OTHER_COMP_AW_TO_CFO_EQUIV,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_OTHER_COMP_AW_TO_CIO_&_EQUIV,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_OTHER_COMP_AW_TO_COO_&_EQUIV,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_OTHER_COMP_AW_TO_EXECS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_PPTYS_CONSOLID_LEASED_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_PPTYS_CONSOLID_RENTABLE_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALL_PPTYS_TOTAL_LEASED_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ALL_PPTYS_TOTAL_RENTABLE_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ALL_PPTYS_UNCONSOL_RENTABLE_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ALL_PPTYS_UNCONSOLID_LEASED_SF,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,9
ALL_PRICE_SIZE_IN_DECIMAL,End of Day Pricing, , , , , , , , ,Curncy, ,Price,12
ALL_SEG_TOTAL_VOLUME,End of Day Pricing, ,Equity, ,Pfd, ,Govt,Corp, , , ,Integer,12
ALL_SEG_VALUE_TRADED,End of Day Pricing, ,Equity, ,Pfd, ,Govt,Corp, , , ,Real,10
ALL_TIME_HIGH_PERCENT,Derived Data,Comdty,Equity, , , , , ,Index,Curncy, ,Real,10
ALL_TIME_LOW_PERCENT,Derived Data,Comdty,Equity, , , , , ,Index,Curncy, ,Real,10
ALLCTN_REPORT_PROJECT_CATEGORY,Security Master, , , , , , ,Corp, , , ,Bulk Format,11
ALLOC_REPORT_FURTHEST_LKBK_PERD,Security Master, , , , , , ,Corp, , , ,Integer,11
ALLOCATED_RESOURCES_FEM_CLIENTS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Boolean,11
ALLOCATION_REPORT_CURRENCY,Security Master, , , , , , ,Corp, , , ,Bulk Format,11
ALLOCATION_REPORT_INDICATOR,Security Master, , ,Muni,Pfd, ,Govt,Corp, , ,Mtge,Boolean,11
ALLOCATION_REPORTING_TYPE,Security Master, , , , , , ,Corp, , , ,Character,11
ALLOW_DYNAMIC_CASHFLOW_CALCS,Security Master, , , , , , , , , ,Mtge,Boolean,11
ALLOW_LOAN_LOSS_TO_TOT_ASSET,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,4
ALLOWED_CORP_DEBT_LIMIT_PCT,Security Master, ,Equity, , , , , , , , ,Real,8
ALLWNC_FOR_DBTFL_CASINO_ACCT_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ALPHA_FOR_BETA_PM,Derived Data, ,Equity, , , , , , , , ,Real,9
ALPHA_OVERRIDABLE,Derived Data,Comdty,Equity, ,Pfd, ,Govt,Corp,Index,Curncy, ,Real,9
ALT_DRIVETRAN_TECH_SUB_ISSUE_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ALT_INSTRUMENT_ID,Security Master,Comdty,Equity, , , ,Govt,Corp,Index,Curncy, ,Long Character,9
ALT_JAPANESE_EVALUATION_PX,End of Day Pricing,Comdty,Equity, , , , ,Corp,Index,Curncy, ,Price,9
ALT_MIN_INCR_AMT_FOR_DIFF_CNTRY,Security Master, , , , , , ,Corp, , , ,Character,10
ALT_MIN_TRAD_AMT_FOR_DIFF_CNTRY,Security Master, , , , , , ,Corp, , , ,Character,8
ALT_NON_144A_CUSIP,Security Master, , , , , , , , , ,Mtge,Character,7
ALT_UNDERLYING_SECURITY_DES,Security Master,Comdty, , , , , ,Corp, ,Curncy, ,Character,7
ALTERNATE_COMPANY_NAME,Credit Risk, ,Equity,Muni,Pfd,M-Mkt, ,Corp, , , ,Bulk Format,12
ALTERNATE_CURRENCY_SECURITY,Security Master, , , , , , ,Corp, , , ,Boolean,12
ALTERNATE_FORM_BBID,Security Master, , , , , , ,Corp, , , ,Character,15
ALTERNATIVE_FUEL_USE_PCT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,15
ALTERNATIVE_FUEL_USE_PCT_FLD_SCR,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALTERNATIVE_FUEL_USED,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALTMAN_Z_SCORE,Security Master, ,Equity, , , , , , , , ,Real,12
ALTRNTE_BENCHMRK_THIRD_PARTY,Security Master, , ,Muni,Pfd, , ,Corp, , ,Mtge,Bulk Format,12
ALTRNTE_RATE_METHODLGY,Security Master, , ,Muni,Pfd, , ,Corp, , ,Mtge,Bulk Format,12
ALTRNTVE_REFERENCE_RATE_EXPOSURE,Security Master, , , ,Pfd, , ,Corp, , , ,Boolean,12
ALTRNTVE_REFRNCE_RATES_LANG,Security Master, , ,Muni,Pfd, , ,Corp, , ,Mtge,Character,12
ALUMINA_CAPACITY_UTILIZATION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALUMINA_EST_R&R_PER_SHARE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALUMINA_REALIZED_PRICE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ALUMINA_RESERVES_PER_SHARE,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
ALUMINUM_ALLOY_PRODUCTION,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ALUMINUM_CERTIFIED_SOURCES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
ALUMINUM_OPER_COSTS_NET_CASH_CO,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
ALUMINUM_RENEWABLE_SOURCES,Security Master, ,Equity, , , , ,Corp, , , ,Real,12
AMBEST_EFF_DT,Security Master, , , ,Pfd, , ,Corp, , ,Mtge,Date,12
AMENDED_RESTATED_DATE,Security Master, , , , , , ,Corp, , , ,Date,12
AMENDED_RESTATED_INDICATOR,Security Master, , , , , , ,Corp, , , ,Boolean,8
AMENDED_RESTATED_NUMBER,Security Master, , , , , , ,Corp, , , ,Integer,12
AMENDED_TERMS,Corporate Actions, ,Equity, , , , , , , , ,Bulk Format,8
AMENDMENT_HISTORY,Security Master, , , , , , ,Corp, , , ,Bulk Format,8
AMENDMENT_NUMBER,Security Master, , , , , , ,Corp, , , ,Integer,8
AMENDMENT_TYPE,Security Master, , , , , , ,Corp, , , ,Bulk Format,0
AMER_DEPSTRY_RCPTS_CSTDN_NM_BULK,Security Master, ,Equity, , , , , , , , ,Bulk Format,10
AMERICAN_CALL_INDICATOR,Security Master, , ,Muni,Pfd, , ,Corp, , , ,Boolean,10
AMMONIA_EMISSIONS,Security Master, ,Equity, , , , ,Corp, , , ,Real,10
AMORT_BLN_LOANS_AMOUNT,Security Master, , , , , , , , , ,Mtge,Real,10
AMORT_BLN_LOANS_COUNT,Security Master, , , , , , , , , ,Mtge,Integer,12
AMORT_OF_GOODWILL,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AMORTIZ_OF_PLAYERS_REGISTRATIONS,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AMORTIZATION_TABLE,Security Master, , , , , , ,Corp, , , ,Boolean,12
AMOUNT_ANTI_COMPETITION_FINES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,12
AMOUNT_AVAILABLE,Security Master, , , , , , ,Corp, , , ,Real,12
AMOUNT_AVAILABLE_AS_OF_DATE,Security Master, , , , , , ,Corp, , , ,Date,10
AMOUNT_FINES_BRIBERY_AND_CORRUPT,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AMOUNT_FINES_DATA_BREACHES,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AMOUNT_FINES_PRODUCT_SAFETY,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,10
AMOUNT_HELD_BY_CENTRAL_BANK,Security Master, , , , , ,Govt,Corp, , ,Mtge,Real,18
AMOUNT_HELD_BY_CENTRAL_BANK_PCT,Security Master, , , , , ,Govt,Corp, , , ,Real,10
AMOUNT_MARGIN_LIMIT,End of Day Pricing, , , , , , , , ,Curncy, ,Integer,10
AMOUNT_OF_FOOD_WASTE_GENRTD,Security Master, ,Equity, ,Pfd, , ,Corp, , , ,Real,8
